"id";"user_id";"latitude";"longitude";"status";"created_at";"updated_at"
"ITN01";"koord";"-6.889971750000001";"107.6350925";"not checked";"2024-10-22 23:29:05";\N
"ITN02";"kost";"-6.889971750000001";"107.6350925";"not checked";"2024-10-22 23:29:26";\N
"ITN03";"LabIot lpt";"-6.8973611392311085";"107.63732762433949";"not checked";"2024-10-26 01:08:29";\N
"ITN04";"LabIot Mobile";"-6.8972637";"107.6374868";"not checked";"2024-10-26 01:10:41";\N
"ITN05";"LabIot Lpt";"-6.89735065356436";"107.63731811096623";"not checked";"2024-10-26 01:11:16";\N
"ITN06";"LabIot Mobile";"-6.8972637";"107.6374868";"not checked";"2024-10-26 01:11:30";\N
"ITN07";"LabIot Lpt";"-6.89735065356436";"107.63731811096623";"not checked";"2024-10-26 01:11:33";\N
"ITN08";"LabIot Lpt";"-6.89735065356436";"107.63731811096623";"not checked";"2024-10-26 01:12:13";\N
"ITN09";"LabIot Mobile";"-6.8972637";"107.6374868";"not checked";"2024-10-26 01:12:22";\N
"ITN10";"LabIot Mobile";"-6.8972637";"107.6374868";"not checked";"2024-10-26 01:35:00";\N
"ITN11";"LabIot Lpt";"-6.897354567099949";"107.63732747550377";"not checked";"2024-10-26 01:35:34";\N
"ITN12";"LabIot Lpt";"-6.897366120453525";"107.63735179894353";"not checked";"2024-10-26 01:36:14";\N
"ITN13";"LabIot Lpt";"-6.897366120453525";"107.63735179894353";"not checked";"2024-10-26 01:36:44";\N
"ITN14";"ITN 14";"-6.8971223";"107.6374065";"not checked";"2024-10-26 03:09:24";\N
"ITN15";"ITN 14";"-6.89733931714444";"107.63742857200124";"not checked";"2024-10-26 03:09:38";\N
"ITN16";"ITN 14";"-6.89733931714444";"107.63742857200124";"not checked";"2024-10-26 03:09:47";\N
"ITN17";"ITN 14";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:09:55";\N
"ITN18";"ITN 14";"-6.89733931714444";"107.63742857200124";"not checked";"2024-10-26 03:10:07";\N
"ITN19";"ITN 14";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:10:15";\N
"ITN20";"ITN 14";"-6.897277131346949";"107.63736803651682";"not checked";"2024-10-26 03:10:22";\N
"ITN21";"ITN 14";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:10:31";\N
"ITN22";"ITN 14";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:10:43";\N
"ITN23";"ITN 14";"-6.897277131346949";"107.63736803651682";"not checked";"2024-10-26 03:10:49";\N
"ITN24";"ITN 39";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:13:45";\N
"ITN25";"ITN 39";"-6.89687425877146";"107.63717223713905";"not checked";"2024-10-26 03:13:55";\N
"ITN26";"ITN 39";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:14:03";\N
"ITN27";"ITN 39";"-6.89687425877146";"107.63717223713905";"not checked";"2024-10-26 03:14:16";\N
"ITN28";"ITN 39";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:14:25";\N
"ITN29";"ITN 39";"-6.896954639053334";"107.63726324330997";"not checked";"2024-10-26 03:14:33";\N
"ITN30";"ITN 39";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:14:43";\N
"ITN31";"ITN 39";"-6.896954639053334";"107.63726324330997";"not checked";"2024-10-26 03:14:53";\N
"ITN32";"ITN 39";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:16:33";\N
"ITN33";"ITN 39";"-6.896962324739006";"107.63727814838278";"not checked";"2024-10-26 03:16:40";\N
"ITN34";"ITN 47";"-6.896851386480417";"107.63726714464595";"not checked";"2024-10-26 03:18:26";\N
"ITN35";"ITN 47";"-6.8971235";"107.6374361";"not checked";"2024-10-26 03:18:33";\N
